Source,Date,sentence1,Category,label
Prothom Alo,2012-08-04 00:00:00, উদিয়মান ক্রিকেটারদের প্রতি আপনার বক্তব্য কি আফতাব?,other,negative
Prothom Alo,23/1/2018,কিন্তু ম্যাচটা তো নিজের ইচ্ছাই হেরে যাওয়ার মত মনে হচ্ছে।,team,negative
Prothom Alo,2018-10-02 00:00:00,অজুহাত দিয়ে দিয়েই তো দলের আজ এই অবস্থা।।।,other,negative
Prothom Alo,2018-07-02 00:00:00,"মাশরাফি নিয়ে তোর এতো জালা কেন? তোর চুদ্দগুষ্টি পারবে মাশরাফির জায়গায় আসতে, আবাল,",other,negative
Prothom Alo,2018-05-02 00:00:00,ভারতীয় বোলারদের বোলিংয়ে পাকিস্তানি ব্যাটসম্যানরা ছিল নিতান্তই অসহায়,bowling,negative
Prothom Alo,2018-02-08 00:00:00,"তুমি যুবরাজ,গাম্ভীর,রাহানে,ধাউয়ান যত বড় মানের প্লেয়ার হওনা কেনো পারফর্ম না করতে পারলে সোজা বাদ।",batting,positive
Prothom Alo,2018-11-02 00:00:00,"নান্নুভাইরে ফেমিকন খাওয়ান দরকার,,,
",team management,negative
Prothom Alo,2018-09-02 00:00:00,গতিদানব সুজন চাচার মত লিজেন্ড কোচ থাকতে আবার চাই কেন !,team management,negative
Prothom Alo,2018-10-02 00:00:00,জানা গেছে বাংলাদেশ টিম হারার পর মদন মার্কা ফানরা মংগল গ্রহে যাওয়ার টিকিট নিশ্চিত করে এখন মিরপুর রিকশাপললিতে ল্যানড করার সিদ্ধান্ত নিয়েছে,other,negative
Prothom Alo,19/3/2015, আমাদের টাইগারা ভারতের সাথে সিরিস জিতবে।'ইনশাআল্লাহ,team,positive
Prothom Alo,2018-10-02 00:00:00," বুকাছুদা সাব্বির,,,বালের প্লেয়ার সাব্বির,আবাল এক টা প্লেয়ার ",other,negative
Prothom Alo,2018-09-02 00:00:00,"সুজন,সাব্বির,ইমরুল, সার লিটন দাস সব ধরনের ক্রিকেট থেকে বাদ দিতে হবে।।",team management,negative
Prothom Alo,2018-11-02 00:00:00,বিপিএল গভর্নিং কাউন্সিলের আজকের সিদ্ধান্তে খুউব নস্টালজিক হয়ে গেলাম। ,team management,negative
Prothom Alo,23/1/2018,এটা পুরা দমে ফিক্সিং একটা খেলা হইসে।,team,negative
Prothom Alo,2018-08-02 00:00:00, বাংলাদেশের সাথে অন্য দেশ কেন খেলবে **ban তো খেলতেই পারে না**আর একটা ম্যাচ যদি জিতে যায় তাহলে অন্য দেশকে ট্রল করে ছেড়ে দেয় আর ভাবের চোদনে দেখা যায় না*,team,negative
Prothom Alo,2018-08-02 00:00:00,কিন্তু ব্যাটিং এর অবস্থা তো খুব নাজুক,batting,negative
Prothom Alo,2018-06-02 00:00:00,অাম্পায়াররা ভারতের চাকরি করে না!,team,negative
Prothom Alo,2018-11-02 00:00:00,হারামজাদা মরক,other,negative
Prothom Alo,2018-10-02 00:00:00, ম্যাচে জয় করতে হলে অবশ্যই মমিনুলের সেরা খেলাটা খেলতে হবে । ,batting,positive
BBC Bangla,2018-08-02 00:00:00, শিরোনাম দেখে ভাবলাম রাজ্জাক মনে হয় ৪-৫ উইকেট নিয়ে ফেলেছে?,bowling,negative
Prothom Alo,2018-08-02 00:00:00," মুমিনুলের পর, রাজের রাজসিক প্রত্যাবর্তন।",bowling,positive
Prothom Alo,2018-09-02 00:00:00,"বেচারা সাব্বির। তার কি অপরাধ,যার টেষ্ট ম্যাচ খেলার ইচ্ছেই নেই তাকে বাংলাদেশ টিম জোর করে টেষ্টে নামিয়ে দিচ্ছে",team,neutral
Prothom Alo,2012-04-02 00:00:00,"তখন অনেকে এটা বলতো,""ফিক্সিং ম্যাচ।",other,negative
Prothom Alo,19/1/2018,অভিনন্দন টিম টাইগার,other,positive
Prothom Alo,2018-10-02 00:00:00,"আর মুশফিক মাদারি দ্বায়িত্ব নিয়ে খেলতেই জানেনা,",team,negative
Prothom Alo,2018-10-02 00:00:00,"নান্নু আর সুজনকে সানি লিওনের কাছে পাঠাতে হবে,",other,negative
Prothom Alo,2018-08-02 00:00:00,মমিনুল ফিক্সিং করে থাকতে পারে!ওর আউট হওয়ার ধরনটা ছিল খুবই সন্দেহজনক!  একটা প্রফেশনাল প্লেয়ার কিভাবে এমন আউট হয়??,other,negative
Prothom Alo,2018-09-02 00:00:00," দুর্বল শ্রীলঙ্কা কাংলাদের বাঁশ দিচ্ছে
",other,negative
Prothom Alo,2018-10-02 00:00:00,বাংলাদেশ 180 রানের ব্যাবধানে হারবে,batting,negative
Prothom Alo,2018-11-02 00:00:00,মুমিনুল এর মতো সুন্দর ও একুরেট খেলার এবিলিটি তামিম এর নেই । ,batting,negative
Prothom Alo,2018-04-02 00:00:00,"এই কেকের কিছু অংশ ঐসব মুমিনুল,লিটন দাশ হের্টারদের দান করে দিন।",other,negative
Prothom Alo,2018-06-02 00:00:00,"গাজা খোর আম্পায়ার,,",other,negative
Prothom Alo,2018-08-02 00:00:00, তোদের মত সাংবাদিকের কারনে বাঙাল ক্রিকেটের আজ এই অবস্থা। ,other,negative
Prothom Alo,2018-02-08 00:00:00,"তাই যা খেলতেছে ভালই খেলতেছে,,নাই দেশে ভেরম বৃক্ষ সব।",other,negative
Prothom Alo,2018-07-02 00:00:00,না ভাই নাই কোহলি বিশ্ব সেরা ব্যাটসম্যান দের একজন কিন্তু এই যুগে সে সবার থেকে আলাদা এবং সবার সেরা,batting,negative
Prothom Alo,2018-10-02 00:00:00,বাহ বাহ!!!! কি চমেতকার যুক্তি।।।,other,negative
Prothom Alo,2018-02-08 00:00:00,"SL কি সুন্দর খেলে যাচ্ছে, যেমন বলিং তেমন ব্যাটিং",team,positive
Prothom Alo,2018-10-02 00:00:00,বাংলাদেশে যে কয়টা বালছিড়ু ফাস্ট বোলার ,bowling,negative
Prothom Alo,2018-08-02 00:00:00,সকল খেলোয়াড়রা ভাল করুক প্রত্যাশা রইলো।,team,positive
Prothom Alo,2018-08-02 00:00:00, ভাল খবর।কিন্তু পরে অাবার যেন হেরাথে দিশেহারা না হয় বাঘেরা!!!,bowling,negative
Prothom Alo,2018-10-02 00:00:00," পীরবাবা ঐখানে ঝড় তুলতে পারবে। জাতীয় দলে তো না পারে কাউকে যোগ্য সার্পোট দিতে,না পারে ১০টা রান করতে",other,negative
Prothom Alo,2018-09-02 00:00:00,ভাল মানের বিদেশী কোচ দরকার। এই সব গতি দানব সুজন ভাইকে দিয়ে কিছু হবেনা,team management,negative
